Match	Count	Cites
sra-tools	32	285
FragGeneScan	32	427
PatchDock	32	1543
ChIPseeker	32	1880
razor	32	0
ggtree	32	0
iHOP	32	437
SLE	32	26
unigene	32	0
MNDR	32	61
VSEARCH	32	3490
Weeder	32	11
MED	32	23
assemblage	32	0
OMSSA	32	859
ACD	32	118
mfold	32	7988
PDB2PQR	32	2764
MuTect	32	2932
RTK	32	56
scikit-image	32	0
Sailfish	31	340
ESP	31	62
MassBank	31	926
magic	31	2
circlize	31	1627
OBI	31	0
3Dmol.js	31	151
dbGAP	31	283
scaffolder	31	9
CIRI	31	88
ZFIN	31	147
STEM	31	3
Novoalign	31	309
PSORTb	31	1330
UniPROBE	31	104
SST	31	18
MEA	31	9
Platypus	31	0
soap	31	1737
quadruplex	31	82
dream	31	0
Janus	31	3
BAR	31	32
discount	31	4
ICTV	31	181
nest	31	0
GWASdb	31	137
MEME Suite	31	9529
PeptideProphet	31	3087
COBRA Toolbox	31	491
metformin	31	9
ADHD	31	19
RADAR	31	45
PIC	30	499
LOVD	30	634
trimAl	30	4928
PhylomeDB	30	333
SuperTarget	30	91
ToppGene Suite	30	1695
SMPDB	30	186
GNPS	30	1651
Wikidata	30	0
SCOPE	30	172
gait	30	5
mole	30	275
GIANT	30	10
FastANI	30	0
InnateDB	30	239
NOD	30	1
COMPASS	30	185
SingleCellExperiment	30	0
spell	30	175
Stata	30	0
RNAz	30	836
RaptorX	30	902
CCT	30	1
TIS	30	0
Medaka	30	0
Newbler	30	36
Tablet	30	417
nextflow	30	1293
apt	29	9
fgsea	29	39
Inparanoid	29	449
gen	29	18
JAL	29	1
ARTS	29	179
IPD	29	138
NAM	29	37
CellChat	29	0
SCLC	29	9
CRISPOR	29	858
DEXSeq	29	72
sars-cov-2	29	74
pen	29	0
Sniffles	29	741
MetaPhlAn	29	969
Grape	29	19
FLASH	29	5849
Metascape	29	6181
MetaSim	29	225
fragility	29	8
IMAGE	29	205
badge	29	14
LAGAN	29	663
ChIP-Atlas	29	142
Wolbachia	29	0
rstudio	29	0
ATTED-II	29	30
MGA	29	56
GAC	29	1
radiomics	29	396
Rsamtools	29	1901
Lighter	29	111
SLiM	29	555
nam	29	37
CODEX	29	158
eager	29	190
forge	28	0
sand	28	2
IUPHAR BPS Guide to PHARMACOLOGY	28	734
PathVisio	28	231
graphite	28	116
The Human Protein Atlas	28	7839
med	28	23
BEST	28	79
LocARNA	28	276
SMS	28	1534
PASTA	28	204
iFeature	28	188
TSCAN	28	310
citrus	28	3
Jasper	28	0
shrimp	28	300
t-sne	28	11
ITS2	28	451
NMA	28	24
cdd	28	8070
deseq2	28	40545
eps	28	1
SSW	28	86
mri	28	0
TBM	28	3
RSeQC	28	1521
PGA	28	27
PMA	28	10
MSF	28	7
Monarch Initiative	28	128
bags	28	1901
APPRIS	28	265
igv	28	13139
spoke	28	21
CAMEO	28	228
PAP	28	71
Aristotle	28	3
panda	28	121
pride	28	1
SPA	28	0
RAP	27	71
Skipper	27	8
snow	27	32
HIT	27	159
aphid	27	7
vcftools	27	6701
CMC	27	96
lme4	27	0
redirection	27	2
hat	27	0
FAM	27	2
lollipop	27	0
gatekeeper	27	11
SMILE	27	5
A2A	27	0
gxa	27	140
biome	27	10
ants	27	9
QIIME 2	27	7288
Wurst	27	28
miRDeep2	27	0
ImageMagick	27	0
MaSuRCA	27	716
RED	27	6
ACID	27	34
SIGNOR	27	266
MPS	27	0
SOS	27	0
recognizer	27	8
SIMLR	27	2
SSPACE	27	1558
DIALIGN	27	26
pear	27	1939
baySeq	27	415
SCAN	27	0
PLA	27	11
RACE	27	48
HumanNet	27	42
Eval	27	40
PlasmidFinder	27	235
multiview	27	1
MAESTRO	27	258
Alvis	27	8
BASIC	27	53
MAKER	26	2077
blat	26	5421
meal	26	1901
EnhancerAtlas	26	183
Mouse Genome Database (MGD)	26	587
Cytoscape Web	26	463
METLIN	26	1123
signature matrix	26	5
chebi	26	2
LFC	26	8
cas	26	6
MGnify	26	325
pacific	26	0
DeepVariant	26	72
roc	26	1901
PGM	26	24
MRS	26	19
KinasePhos	26	200
elephant	26	0
msa	26	386
BSgenome	26	1901
MaxBin	26	952
Juicebox	26	1538
IMGT HighV-QUEST	26	648
cats	26	0
ProDy	26	633
SOP	26	2
pubchem	26	438
EVA	26	6
CVD	26	13
Clonality	26	57
Ribbon	26	31
CMR	26	283
BWA-SW	26	6847
CIViC	26	8
KAAS	26	2174
magnet	26	7
TOM	26	0
Asymmetry	26	36
Kaiju	26	780
COBRApy	26	557
Heap	26	10
subread	26	1766
Torque	26	10
VIPER	26	0
Genevestigator	26	1076
patchwork	26	50
moss	26	1
BiNGO	26	2559
BioSamples	26	61
propeller	25	76
SCENIC	25	2277
GenomicFeatures	25	2193
Signac	25	0
3did	25	78
AGE	25	63
speckle	25	0
chr7	25	121
HMMTOP	25	1242
cms	25	13
Sol Genomics Network	25	147
Gener	25	0
footer	25	14
SODA	25	27
pymol	25	42
IMPUTE2	25	3317
CKD	25	7
UpSetR	25	1371
AMS	25	37
PSC	25	4
APE	25	4
CHOP	25	20
NEST	25	27
SIMAP	25	14
ALLPATHS	25	465
FlowSOM	25	902
InterMine	25	231
ProbCons	25	600
Stacks	25	1493
figtree	25	0
MetaNetX	25	224
decision-tree	25	9
pdbe	25	67
palindrome	25	0
cytoscape.js	25	319
PPP	25	0
GTRD	25	113
MHCflurry	25	201
rain	25	181
KMC	25	103
Eukaryotic Linear Motif	25	108
Proteus	25	3
CASAVA	25	4
CisGenome	25	500
phyloseq	25	7583
timer	24	2452
modeller	24	12360
CPAT	24	4
Condel	24	534
rt	24	53
COXPRESdb	24	51
DSSR	24	155
car	24	21
MAIT	24	36
GEN	24	18
Terra	24	1
vapor	24	3
BSMAP	24	659
GEMMA	24	1584
MDAnalysis	24	1198
recount	24	0
panorama	24	138
MLM	24	21
Translate	24	0
R-loop	24	7
ASC	24	27
Transposons	24	0
DRAMP	24	134
CFD	24	0
CHOPCHOP	24	1895
ReactomePA	24	863
TreeView	24	4724
Babelomics	24	76
GRAMM-X	24	522
scree	24	2
HiC-Pro	24	1175
NBC	24	104
qvalue	24	0
UKB	24	193
MAGE	24	1
pangolin	24	692
velvet	24	6099
prolific	24	0
Shasta	24	246
DIANA	24	6
UMI-tools	24	888
DOSE	24	540
primer3	24	4391
FEM	24	97
Google Colab	24	0
skyline	24	2575
SeaView	24	2949
scar	24	3
GIST	24	22
NOISeq	24	395
hsa	24	36
trimmomatic	24	518
martview	24	259
NetMHCIIpan	24	166
MS-GF+	24	806
Desmond	24	0
AIM	24	22
HELP	24	1901
octanol	24	0
temp	24	83
gaze	24	53
SPRING	24	34
Mango	24	82
SCA	24	3
CellNetAnalyzer	23	296
CMA	23	55
SLR	23	15
hisat2	23	13107
IPF	23	3
ArchR	23	0
Tempel	23	20
Seeker	23	0
RMAP	23	229
proteopedia	23	26
LINKS	23	116
conifer	23	3
UNet	23	310
FeatureCounts	23	11774
htslib	23	156
PlantTFDB	23	386
bus	23	1901
CAMP	23	201
GEPIA	23	5473
iRefIndex	23	330
Pipeline Pilot	23	0
NDEx	23	13
Falco	23	1
BASE	23	42
BioMart Central	23	89
SPINE	23	9
PRINSEQ	23	2661
friend	23	19
minced	23	0
Pangolin	23	48
Alvin	23	0
Lathe	23	44
SCORE	23	1
MAGMA	23	30
Identifiers.org	23	0
deeptools	23	1712
RPF	23	35
scater	23	832
segemehl	23	56
scmap	23	324
PTS	23	0
trRosetta	23	223
MeV	23	317
LiteMol	23	69
opossum	23	391
Ohm	23	70
CCI	23	23
MSFragger	23	741
BBTools	23	0
CHARMM-GUI	23	6033
HINT	23	51
GOrilla	23	2050
Strelka	23	985
rods	22	0
UCSC Genome Browser database	22	269
Infrared	22	1
MetFrag	22	304
NetCDF	22	0
CIRCexplorer2	22	17
translatome	22	12
interolog	22	324
nanobodies	22	21
IBIS	22	55
RAPID	22	31
rediscover	22	9
MSAViewer	22	93
Forna	22	224
Bambus	22	111
Contiguity	22	1
FastME	22	862
PomBase	22	67
Tracer	22	4738
magna	22	52
SGI	22	289
gear	22	0
KOBAS	22	2118
BCM	22	5
GFA	22	0
CSAR	22	54
BCL	22	29
seal	22	48
EPD	22	172
DEP	22	287
gag	22	38
structural signatures	22	1
RCA	22	40
ColabFold	22	2935
weka	22	0
CAN	22	2
CellML	22	17
Fpocket	22	707
solo	22	73
GPCRDB	22	731
Naomi	22	25
freebayes	22	0
prodigal	22	0
pickle	22	61
GlobPlot	22	596
MISA	21	1237
usher	21	0
DBAASP	21	171
CPPsite	21	23
CLARK	21	269
WoLF PSORT	21	1976
Expedition	21	89
recode	21	34
Segway	21	689
cod	21	8
nontarget	21	20
msconvert	21	1635
HAL	21	51
frogs	21	309
MAGeCK	21	241
SAD	21	0
Wheat Genome	21	19
PHASE	21	2288
MCF	21	1
gem	21	1029
MRF	21	0
PATO	21	0
MicrobesOnline	21	308
RepeatModeler	21	0
CONCOCT	21	0
Bandage	21	1209
Chord	21	0
IMGT V-QUEST	21	1549
snpEff	21	6137
dismiss	21	5
genewise	21	1190
SCANPY	21	2792
Archaeopteryx	21	312
PBM	21	246
Chaplin	21	55
timecourse	21	1901
HIPPIE	21	26
QMEAN	21	8
SSAHA2	21	642
flowCore	21	307
patristic	21	192
PPS	21	379
MPA	21	3
GLU	21	9
Proteopedia	21	26
OpenSWATH	21	383
GDT	21	39
GRM	21	60
FHIR	21	27
platypus	21	615
PASA	21	12
SHRiMP	21	300
MapMan	21	2030
Ginkgo	21	135
STORM	21	2
protr	21	139
Vienna RNA Package	21	1320
RNALocate	21	52
uk-biobank	21	70
PGAP	21	312
Mammalian Gene Collection	21	1290
NanoSim	21	113
SYFPEITHI	21	1437
TransmiR	21	247
PredictProtein	21	949
TARA	21	5
bioreactor	21	0
MetaGeneMark	21	0
scant	20	7
IRanges	20	2193
mural	20	0
ALE	20	17
MTA	20	3
BioRuby	20	94
tiger	20	49
Hermes	20	0
GDA	20	8
LIGER	20	75
The Protein Data Bank (PDB)	20	19157
WHAT_CHECK	20	0
sRNAtoolbox	20	93
Cn3D	20	272
struct	20	14
Social Network	20	4
Tripal	20	78
IgBLAST	20	684
DTA	20	22
ChimeraX	20	5736
marbl	20	0
SSAHA	20	594
ANARCI	20	164
Integrated Microbial Genomes (IMG)	20	970
decorate	20	4
promised	20	3
SSAKE	20	215
LASTZ	20	0
Sambamba	20	1015
DISEASES	20	276
BAGEL	20	134
Canary	20	3
PDE	20	0
RECON	20	25
asian	20	121
apples	20	45
GenomeNet	20	643
BioPlex	20	1972
MicroScope	20	4
MULTICOM	20	84
PALM	20	1
Arpeggio	20	203
VDJdb	20	189
Epoch	20	0
GNU Parallel	20	0
SeqMap	20	248
SPARK	20	187
YEASTRACT	20	125
iceberg	20	139
GenomicAlignments	20	2193
prize	20	1901
SPRITE	20	49
MVP	20	0
Bgee	20	83
exonerate	20	1494
YASARA	20	630
enigma	20	10
Bio-Formats	20	0
ELAND	20	340
DMF	19	0
wasp	19	61
usearch	19	499
Control-FREEC	19	569
lumi	19	61
Needles	19	5
PhyloCSF	19	41
SnapATAC	19	191
pytorch	19	0
CGD	19	4
SURF	19	0
AQUA	19	3243
ISM	19	0
DisEMBL	19	734
myExperiment	19	79
Tox21	19	31
omim	19	3491
LocusZoom	19	0
SBOL	19	15
MiXCR	19	879
Strawberry	19	21
WhatsHap	19	188
LOLA	19	243
NAFLD	19	1
Imaris	19	0
SCITE	19	159
DSP	19	10
LSD	19	242
STAR-Fusion	19	0
polyester	19	162
EnteroBase	19	21
IMPACT	19	2
SPOT	19	36
VOCs	19	8
GEPAS	19	309
hadoop	19	0
khmer	19	295
agriGO	19	1476
NAP	19	52
Panorama	19	138
prism	19	7
SSpro	19	143
CDA	19	1
BioCatalogue	19	68
LncACTdb	19	37
PICRUSt	19	4053
HiCExplorer	19	146
NetworKIN	19	504
PHOSIDA	19	248
GIP	19	0
GTA	19	14
RnBeads	19	384
DIA-NN	19	625
ABM	19	3
kraken	19	2130
CrossMap	19	350
PDBe-KB	19	32
Cactus	19	382
BioContainers	19	190
OmniPath	19	304
arch	19	2
NOVA	19	41
SISSRs	19	368
biostudies	19	82
MRD	19	3
ORegAnno	19	237
GlyTouCan	19	30
vg	19	0
HH-suite	18	3916
pathview	18	1072
RNAshapes	18	68
PfamScan	18	0
MirGeneDB	18	484
JCS	18	134
IMPaLA	18	203
Gendoo	18	22
Biobase	18	1901
ChemmineR	18	167
mgf	18	0
CRH	18	20
BlastKOALA	18	1678
IMGT HLA database	18	200
css	18	375
EMMA	18	1
HotSpot	18	19
Pharos	18	79
AMC	18	2
metabolights	18	322
CSM	18	36
LCT	18	6
AmberTools	18	4146
Condor	18	17
haystack	18	13
EFS	18	34
RBM	18	1901
MARS	18	176
piRBase	18	36
Hydra	18	13
quant	18	47
Argonne National Laboratory	18	448
coder	18	14
ts	18	3
REBASE	18	310
splitter	18	0
ma	18	13
TALE	18	0
PRANK	18	347
WASP	18	64
peril	18	13
SWISS-MODEL Repository	18	696
CGAR	18	0
MetaVelvet	18	300
MASCOT	18	4827
PEAR	18	1939
vsn	18	1350
shore	18	299
GFAP	18	0
jellyfish	18	2014
lncrnadisease	18	8
EXPANSION	18	0
IGB	18	432
chat	18	56
BioModels database	18	431
migraine	18	32
PolySearch	18	130
MC3	18	9
phylo	18	9
Multiz	18	949
MutPred	18	488
PHENIX	18	19967
FALCON	18	5
DNAcopy	18	1901
RasMol	18	1414
PDA	18	14
Checker	18	0
RNAInter	18	127
EBSeq	18	717
HSA	18	36
tautomer	18	4
FATCAT	18	576
NetworkAnalyst	18	480
predator	18	0
NetMHC	18	962
mmdb	18	148
splatter	18	372
BFAST	18	21
morph	18	14
GOSemSim	18	594
SequenceServer	18	12
orientate	18	1
Frog	18	140
ExomeCNV	18	256
LDSC	18	2616
ProtTest	18	3827
NetPhos	18	1885
RCK	17	11
cdna	17	0
PLEK	17	337
SpliceMap	17	173
RPA	17	20
REDCap	17	22275
XCMS Online	17	94
ClassyFire	17	12
Workflow4Metabolomics	17	235
BGLR	17	18
RNA FRABASE	17	78
tops	17	59
AntiCP	17	109
ImmPort	17	402
ncov	17	1
matcher	17	0
MHA	17	3
sORFs	17	178
Pique	17	0
ghost	17	66
uniref	17	1541
SAbDab	17	40
SwissDock	17	762
TIMER	17	2452
Genie	17	89
Network of Cancer Genes	17	23
CPR	17	10
Primer3Plus	17	1341
FOCS	17	4
Clean reads	17	34
CABOG	17	335
BridgeDb	17	99
PPV NPV	17	9
PDR	17	0
QuPath	17	2981
DRAM	17	0
RNAmmer	17	3851
miniasm	17	646
PCI	17	11
EVLncRNAs	17	74
SOAPsnp	17	578
NGMLR	17	741
riddle	17	12
SVM-RFE	17	0
Xylella	17	0
treemap	17	0
DeepLoc	17	453
EAGLE	17	94
PAL	17	9
OASIS	17	0
ace	17	9
Genoma	17	0
EnrichNet	17	179
Apache Hadoop	17	0
abc	17	8
mlst	17	1283
GWAS Central	17	39
ALP	17	3
hyperprior	17	29
GINsim	17	264
ChIPpeakAnno	17	59
psRNATarget	17	956
Myrna	17	117
petal	17	2
MS-DIAL	17	265
STREAM	16	2
CMM	16	7
GenomeStudio	16	0
CPC2	16	641
SCALE	16	84
orchid	16	9
SAMPLE	16	5
impartial	16	0
MSnbase	16	175
MOFA	16	0
GEMINI	16	266
zika	16	0
miEAA	16	127
TANGO	16	371
PGD	16	0
DISCO	16	20
mcl	16	192
goblet	16	97
meta-paths	16	0
PLIP	16	1090
tenet	16	2
MSstats	16	520
MODOMICS	16	28
eXpress	16	817
tmVar	16	46
phylotree.js	16	28
adam	16	0
TASSEL	16	3477
Ra	16	0
ProtParam	16	1524
IPC	16	167
BioProspector	16	265
RAG	16	6
LMS	16	6
chromVAR	16	681
Transitivity	16	3
HGD	16	5
VectorBase	16	161
UNITE database	16	1321
mash	16	1370
MSL	16	0
Tangram	16	2
MIRA	16	698
Complex Portal	16	119
piling	16	2
scPred	16	175
DSK	16	119
STRINGdb	16	2718
pybedtools	16	275
BEAM	16	8
meme	16	6
CRAFT	16	1
ORGANISMS	16	80
Hammock	16	27
AGORA	16	16
PBSIM	16	154
SnpSift	16	521
Vmatch	16	117
PATH	16	0
Cellpose	16	0
T3DB	16	70
cookie	16	0
KCNQ1	16	20
GPA	16	123
VariationHunter	16	174
ilastik	16	1058
mutanome	16	10
REDfly	16	241
GeneNet	16	175
MID	16	0
GLAD	16	324
TIGR Gene Indices	16	474
Snapper	16	0
VANTED	16	90
hap.py	16	0
Harman	16	34
hostile	16	4
LBD	16	2
IDBA	16	0
ModelSEED	16	0
DBTSS	16	77
IMOD	16	3170
ScanProsite	16	1147
ABS	16	31
PHASTER	16	1997
OMERO	16	18
BindN	16	231
SCOR	16	133
QuEST	16	454
sambamba	16	1015
ICD-11	16	108
ProBiS	16	96
trinity	16	13921
CHARGE	16	0
metabolic pathway prediction	16	37
ProteinProphet	16	3021
IsomiR	16	2
FPC	16	188
Phenolyzer	16	230
ARP wARP	15	40
DrImpute	15	124
monocle	15	2661
pars	15	59
MoRF	15	18
ASCAT	15	692
guppy	15	9
PPG	15	3
CFM-ID	15	204
tximport	15	1994
CEGMA	15	1675
multtest	15	0
RankProd	15	485
DICE	15	6
NIR	15	9
SARA	15	30
InterVar	15	527
sRNAbench	15	93
AlignACE	15	476
ViralZone	15	216
synaptic genes	15	1
SingleCellSignalR	15	0
tbl2asn	15	0
NCBI Taxonomy Database	15	2147
ChimerDB	15	134
CRISPRCasFinder	15	632
CellAssign	15	159
torque	15	10
fpocket	15	707
TRAP	15	39
APID	15	130
Interactome3D	15	247
DEEP	15	11
PGS	15	7
NPS	15	1066
NAPS	15	47
gprofiler	15	4762
ped	15	24
NIFA	15	0
specs	15	6
vep	15	3637
fires	15	0
weaver	15	1901
tophat	15	7919
LOCUS	15	0
EcoGene	15	137
pcaReduce	15	125
UTRdb	15	196
Open Targets Genetics	15	409
bcbio-nextgen	15	31
imgt	15	337
TESS	15	58
NNN	15	29
vigor	15	33
Minerva	15	12
ChAMP	15	76
RBPDB	15	321
ACLAME	15	188
SpatialDE	15	259
CancerPPD	15	143
grip	15	2
CUPSAT	15	336
FuncAssociate	15	180
t2	15	0
manyfold	15	1
GNAT	15	39
GATE	15	48
MethBank	15	8
VARIDT	15	43
CONTRAfold	15	42
Open PHACTS	15	0
SVN	15	21
DISOPRED3	15	479
AGRIS	15	198
BoolNet	15	191
hifiasm	15	1570
ConsensusClusterPlus	15	2968
beadarray	15	327
MUSTANG	15	426
Phyre	15	8064
Paragraph	15	1
TimeTree	15	1420
AUCell	15	2277
TESLA	15	51
AMM	15	0
RNApdbee	15	21
Phantom	15	0
ascend	15	29
maf	15	3
CERES	15	9
Cardinal	15	121
grapes	15	9
AnnotationDbi	15	1901
Tableau	15	0
LSR	15	2
vsearch	15	3490
PICS	15	46
MOLE	15	275
Sfold	15	718
SortMeRNA	15	1287
erode	15	1
barrnap	15	0
Hass	15	13
LAS	15	15
catRAPID	15	162
PFP	15	55
GPM	15	14
iLearn	15	130
arts	15	71
ea-utils	15	0
supervised-learning	15	0
BAT	15	9
FunCoup	15	71
ExperimentHub	15	0
oPOSSUM	15	391
NetSurfP	15	353
fog	14	0
ssp	14	36
FREEC	14	154
dbCAN	14	976
IDEAL	14	60
Mantis	14	2
ARCS	14	91
stringtie	14	5242
MMSEQ	14	156
Marky	14	6
Panama	14	0
FRED	14	11
PDBj	14	72
sires	14	43
MobiDB-lite	14	94
TOPCONS	14	479
Giotto	14	460
origami	14	2
MPD	14	49
exomePeak	14	177
SNPedia	14	117
BioStudies	14	82
HDOCK	14	416
1000Genomes	14	20227
MBR	14	13
SHAPEIT	14	1071
MTR	14	23
ProteoSAFe	14	63
FAERS	14	5
Oasis	14	43
VariantAnnotation	14	182
CAMISIM	14	86
IMGT, the international ImMunoGeneTics information system	14	337
IMGT 3Dstructure-DB	14	598
HTSlib	14	156
carrot	14	0
mustard	14	7
SwissVar	14	89
PolyASite	14	100
SETH	14	15
MBA	14	0
Tango	14	903
gravis	14	0
Icy	14	0
RepeatScout	14	1122
GenDB	14	512
Trans-ABySS	14	516
ModBase	14	159
bsseq	14	398
IntEnz	14	103
FFPred	14	31
ARIA	14	613
anndata	14	0
QUARK	14	104
VariBench	14	0
bbtools	14	0
LGA	14	610
SEEK	14	45
trash	14	12
scop	14	5528
hasten	14	2
lime	14	3
DIRECT	14	10
dbvar	14	0
OMIA	14	51
Matrix eQTL	14	944
Ontologizer	14	327
TREAT	14	3
GTDB-Tk	14	1809
ANM	14	87
OPAL	14	29
AdapterRemoval	14	0
CAVER	14	541
percolator	14	1249
REDUCE	14	36
MINES	14	105
m3	14	0
Nipah	14	0
dicer	14	17
Clipper	14	0
war	14	24
ShoRAH	14	375
SICER	14	702
SPIDER	14	1842
BiocParallel	14	4
ISAC	14	3
PeptideShaker	14	279
MACH	14	1356
BioMoby	14	150
DUET	14	418
I2D	14	534
msprime	14	278
RRE	14	8
Minia	14	20
ggbio	14	183
deepBase	14	101
GENSCAN	14	4614
IKMC	14	67
nail	14	9
Expasy	14	4127
FMM	14	39
LS-SNP	14	44
MTM	13	2
OAS	13	71
gage	13	780
GraphProt	13	130
SPACE	13	761
CMF	13	26
spades	13	13141
PSS	13	10
FIRE	13	222
Pse-in-One	13	319
GOseq	13	3352
RASP	13	397
CRIS	13	4
DCN	13	1
PhenoMeNal	13	35
clipper	13	65
KEGGREST	13	25
REDIportal	13	351
AIMS	13	94
DOMINE	13	109
DIAL	13	26
deCODE	13	1119
bismark	13	2686
RAC	13	1
MLC	13	0
marvin	13	3
ESpritz	13	289
LocTree3	13	209
Cas-OFFinder	13	0
AnnotationHub	13	1901
4DGenome	13	71
scCATCH	13	137
ECO	13	19
CheckV	13	0
COCONUT	13	0
flame	13	0
SDP	13	5
BASiCS	13	200
Alias	13	17
PAT	13	2
Exome Variant Server	13	0
KMA	13	349
Rosetta FlexPepDock	13	202
REPET	13	667
pep	13	0
HAC	13	13
wateRmelon	13	611
ggseqlogo	13	426
DendroPy	13	752
Selene	13	50
GESS	13	20
DEsingle	13	132
Bpipe	13	91
CTO	13	1
homer	13	0
Dorado	13	0
multimarker	13	3
Gubbins	13	1276
Open Targets Platform	13	746
flex	13	9
MR-Base	13	3093
ipd	13	135
CGR	13	5
TMAP	13	48
clover	13	1
DriverNet	13	141
HotNet2	13	229
BMGE	13	749
sieve	13	3
EBImage	13	294
Arriba	13	0
MIA	13	0
CONSENT	13	25
mottle	13	0
DIA-Umpire	13	313
PSORTdb	13	137
FAME	13	47
maSigPro	13	185
REPuter	13	1176
BacDive	13	56
Super-Resolution	13	3
Clinica	13	21
SKEMPI	13	124
feature-extraction	13	12
tactics	13	9
phmmer	13	523
PaintOmics	13	26
MetaGeneAnnotator	13	432
Nucleic Acid Database (NDB)	13	516
POWER	13	20
Scarpa	13	31
NetPhosK	13	1178
TRUST	13	71
mats	13	0
Logomaker	13	1
iProX	13	208
RazerS	13	81
doRiNA	13	74
Bioinformatics Toolkit	13	241
cocoa	13	0
SNPeffect	13	146
minet	13	253
rosids	13	1
Liddell	13	0
MITK	13	363
Phenomizer	13	4
AlphaFold 2	13	12693
Zebra	13	5
LAP	13	1
PROMALS3D	13	348
LTM	13	5
prop	13	337
CLICK	13	72
GeneView	13	27
TEAM	13	4
FOCUS	13	51
IVA	13	122
IMPC	13	186
PARS	13	59
PennCNV	13	1203
fastPHASE	13	1201
merlin	13	2573
GeneSplicer	13	331
juxtapose	13	6
distanced	13	3
ARA	13	32
MatrixDB	13	206
jigsaw	13	38
Bicluster	13	1
NEAT	13	26
PARalyzer	13	234
preprocessCore	13	1901
ActiveDriver	13	170
DRAGON	13	9
ZOOM	13	97
glycosciences	13	126
TDA	13	21
Stampy	13	726
COFACTOR	13	600
bioperl	13	26
ProQ	13	390
SyMAP	13	185
GeneTrail	13	217
REA	13	9
MethHC	13	26
eval	12	40
FEELnc	12	218
Bridger	12	134
IsoLasso	12	74
BART	12	62
dbSUPER	12	236
thermometer	12	6
SimRNA	12	177
methylKit	12	1008
PRIME	12	8
KEGGgraph	12	189
sctransform	12	1829
CYANA	12	186
Negatome	12	68
HOGENOM	12	78
FaST-LMM	12	817
MDscan	12	405
BPM	12	0
jvenn	12	976
NicheNet	12	922
MMB	12	2
beacon	12	21
iLearnPlus	12	78
venoms	12	6
SIP	12	50
MetaQUAST	12	265
GiniClust	12	129
Protter	12	703
iceLogo	12	435
Whatizit	12	102
DEAP	12	39
BPP	12	0
MML	12	4
iodine	12	0
AOP	12	52
Rat Genome Database (RGD)	12	240
Bio3D	12	136
Squidpy	12	0
EMPIAR	12	56
Eponine	12	176
HyPhy	12	1860
seas	12	5
DeepLabCut	12	2081
mint	12	1886
Arachne	12	232
FREAD	12	88
PAZAR	12	66
Morpheus	12	210
destiny	12	326
PUG	12	0
demes	12	15
CRAC	12	180
cisTopic	12	195
Cocktail	12	2
TreeDyn	12	589
sesame	12	1
RUVSeq	12	1
JDC	12	15
DeepARG	12	233
JAGS	12	0
Smoldyn	12	152
fmri	12	0
RTP	12	83
MMIA	12	99
ISfinder	12	34
Norovirus	12	17
pareto	12	0
Filtlong	12	0
EMAGE	12	148
PhD-SNP	12	465
HapCUT2	12	0
trip	12	13
3DLigandSite	12	324
ANCHOR	12	678
GBC	12	2
DART	12	108
SLiMDisc	12	112
GenomeView	12	83
LOGO	12	7
ADMETlab	12	178
SPAR	12	15
Electronic PCR	12	270
RPS	12	52
SDR	12	0
PTR	12	0
metagenomeSeq	12	1113
SoyBase	12	281
PDC	12	2
rVista	12	286
Pocketome	12	76
TIDE	12	529
KEA	12	155
HOT	12	31
fun	12	18
sbml	12	1464
Libra	12	498
rad	12	4
GraPhlAn	12	364
Prosit	12	312
Pyteomics	12	71
ProteomicsDB	12	983
SDA	12	4
DynaMine	12	162
TISSUES	12	52
meningioma	12	16
ASSET	12	165
biomodels	12	431
crux	12	180
cci	12	23
ProFunc	12	363
ERANGE	12	8055
Brainstorm	12	1316
WHAT IF	12	384
GAL	12	2
Sybil	12	45
NAST	12	633
ArrayXPath	12	68
RCytoscape	12	63
GeneSigDB	12	142
SwissRegulon	12	91
GreenPhylDB	12	97
PBWT	12	0
YLoc	12	164
ppi	12	98
Magic	12	2
beer	12	5
Longshot	12	115
multiz	12	949
OGEE	12	99
miRcode	12	21
ACPYPE	12	900
FXR	12	3
proGenomes	12	106
SOCS	12	48
MitoCarta	12	611
SearchGUI	12	206
PCS	12	8
deconstructSigs	12	669
msConvert	12	1635
BioNetGen	12	106
