name	pubmedid	pubmedcid	link
T-Coffee (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
T-Coffee (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
MUSCLE (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
MUSCLE (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
MAFFT (EBI)	NA	PMC3603318	fulltexts/PMC3603318.xml
MAFFT (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
MAFFT (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
Kalign (EBI)	NA	PMC2647288	fulltexts/PMC2647288.xml
Kalign (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
Kalign (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
cons (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
cons (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
Clustal Omega (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
Clustal Omega (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
GeneWise (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
GeneWise (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
ssearch2seq (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
ssearch2seq (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
LALIGN (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
LALIGN (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
matcher (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
matcher (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
water (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
water (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
ggsearch2seq (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
ggsearch2seq (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
stretcher (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
stretcher (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
Job Dispatcher	NA	PMC11223882	fulltexts/PMC11223882.xml
Job Dispatcher	NA	PMC9252731	fulltexts/PMC9252731.xml
Job Dispatcher	NA	PMC6602479	fulltexts/PMC6602479.xml
needle (EBI)	38597606	PMC11223882	fulltexts/PMC11223882.xml
needle (EBI)	NA	PMC9252731	fulltexts/PMC9252731.xml
PhyloString	38277370	PMC10817156	fulltexts/PMC10817156.xml
SL-Miner	38244572	PMC10868331	fulltexts/PMC10868331.xml
PASTRY	38216869	PMC10790263	fulltexts/PMC10790263.xml
intCC	38160311	PMC10764072	fulltexts/PMC10764072.xml
DAPredict	38242684	PMC10799211	fulltexts/PMC10799211.xml
PERFUMES	38291894	PMC10868343	fulltexts/PMC10868343.xml
SRT-Server	38279156	PMC10811909	fulltexts/PMC10811909.xml
PaintorPipe	38213821	PMC10783948	fulltexts/PMC10783948.xml
scKWARN	38237908	PMC10868328	fulltexts/PMC10868328.xml
MegaSSR	38162302	PMC10757629	fulltexts/PMC10757629.xml
TSCRE	38213995	PMC10782923	fulltexts/PMC10782923.xml
ReUseData	38172657	PMC10765726	fulltexts/PMC10765726.xml
PathIntegrate	38527092	PMC10994553	fulltexts/PMC10994553.xml
neo4jsbml	38250720	PMC10798154	fulltexts/PMC10798154.xml
DNI-MDCAP	38216907	PMC10785389	fulltexts/PMC10785389.xml
OMA	25399418	PMC4383958	fulltexts/PMC4383958.xml
H2Opred	38180830	PMC10768780	fulltexts/PMC10768780.xml
DetSpace	NA	PMC11223873	fulltexts/PMC11223873.xml
MultiQC	27312411	PMC5039924	fulltexts/PMC5039924.xml
3Dmapper	38565273	PMC11018535	fulltexts/PMC11018535.xml
Deep-HPI-pred	38192372	PMC10772389	fulltexts/PMC10772389.xml
ccml	38205966	PMC10782800	fulltexts/PMC10782800.xml
VIBE	36619248	PMC9744518	fulltexts/PMC9744518.xml
MIGRENE	38535292	PMC10972203	fulltexts/PMC10972203.xml
baymedr	38001458	PMC10668366	fulltexts/PMC10668366.xml
MAJIQlopedia	37953365	PMC10767883	fulltexts/PMC10767883.xml
IDPpub	37993103	PMC10716774	fulltexts/PMC10716774.xml
AleRax	NA	PMC10990685	fulltexts/PMC10990685.xml
ReporterScore	NA	PMC10976918	fulltexts/PMC10976918.xml
MetaQuad	38476299	PMC10932609	fulltexts/PMC10932609.xml
scDrugPrio	38509600	PMC10956347	fulltexts/PMC10956347.xml
COMMO	37995293	PMC10713113	fulltexts/PMC10713113.xml
EpiSegMix	38565260	PMC11026141	fulltexts/PMC11026141.xml
EMVC-2	37963064	PMC10919945	fulltexts/PMC10919945.xml
DriverDBv4	37956338	PMC10767848	fulltexts/PMC10767848.xml
EndoQuad	37904589	PMC10767823	fulltexts/PMC10767823.xml
Co-PATHOgenex	38019016	PMC10783046	fulltexts/PMC10783046.xml
EPIK	37975872	PMC10701097	fulltexts/PMC10701097.xml
DiSignAtlas	37930831	PMC10767933	fulltexts/PMC10767933.xml
BLR	37941142	PMC10711428	fulltexts/PMC10711428.xml
PhasiHunter	37950456	PMC10651429	fulltexts/PMC10651429.xml
SCALA	38022693	PMC10651449	fulltexts/PMC10651449.xml
PRANA	37974076	PMC10652545	fulltexts/PMC10652545.xml
SPACEL	37990022	PMC10663563	fulltexts/PMC10663563.xml
MMPatho	37947586	PMC10685454	fulltexts/PMC10685454.xml
ZeroBind	38030641	PMC10687269	fulltexts/PMC10687269.xml
COLOCdb	37941154	PMC10767919	fulltexts/PMC10767919.xml
ZEBRA	37941147	PMC10767845	fulltexts/PMC10767845.xml
trRosettaRNA	37945552	PMC10636060	fulltexts/PMC10636060.xml
scMuffin	38012590	PMC10680269	fulltexts/PMC10680269.xml
VEuPathDB	37953350	PMC10767879	fulltexts/PMC10767879.xml
DeepFold	37995286	PMC10699847	fulltexts/PMC10699847.xml
DRMref	37986230	PMC10767840	fulltexts/PMC10767840.xml
TE-TSS	37956335	PMC10767810	fulltexts/PMC10767810.xml
PLM-ARG	37995287	PMC10676515	fulltexts/PMC10676515.xml
AFRbase	37947313	PMC10656092	fulltexts/PMC10656092.xml
VirusHound-I	38033292	PMC10753651	fulltexts/PMC10753651.xml
JSONWP	37904893	PMC10613403	fulltexts/PMC10613403.xml
Cell4D	NA	PMC10956314	fulltexts/PMC10956314.xml
JeasyTFM	37928344	PMC10625472	fulltexts/PMC10625472.xml
syntenyPlotteR	38023328	PMC10660287	fulltexts/PMC10660287.xml
DegronMD	37992195	PMC10701100	fulltexts/PMC10701100.xml
ProbioMinServer	37928343	PMC10625473	fulltexts/PMC10625473.xml
SCAN	37930842	PMC10767991	fulltexts/PMC10767991.xml
LncPCD	38011720	PMC10681436	fulltexts/PMC10681436.xml
ATLAS	37986215	PMC10767941	fulltexts/PMC10767941.xml
g:Profiler	NA	PMC4987867	fulltexts/PMC4987867.xml
g:Profiler	NA	PMC6602461	fulltexts/PMC6602461.xml
g:Profiler	NA	PMC1933153	fulltexts/PMC1933153.xml
g:Profiler	NA	PMC3125778	fulltexts/PMC3125778.xml
g:Profiler	33564394	PMC7859841	fulltexts/PMC7859841.xml
ncRNADrug	37953323	PMC10767907	fulltexts/PMC10767907.xml
G-Aligner	37964228	PMC10644574	fulltexts/PMC10644574.xml
RVdb	37930838	PMC10768139	fulltexts/PMC10768139.xml
Hybkit	38006335	PMC10701094	fulltexts/PMC10701094.xml
PhageScope	37904614	PMC10767790	fulltexts/PMC10767790.xml
parazitCUB	38021405	PMC10682597	fulltexts/PMC10682597.xml
BridgeDb API	20047655	PMC2824678	fulltexts/PMC2824678.xml
MetGENE	37983749	PMC10659118	fulltexts/PMC10659118.xml
PECAT	38580638	PMC10997618	fulltexts/PMC10997618.xml
VIBES	NA	PMC10993291	fulltexts/PMC10993291.xml
Drava	38074525	PMC10707479	fulltexts/PMC10707479.xml
Chemprop	38147829	PMC10777403	fulltexts/PMC10777403.xml
MCPtaggR	38134958	PMC10799318	fulltexts/PMC10799318.xml
MetalDock	38048559	PMC10751784	fulltexts/PMC10751784.xml
Clumppling	38096585	PMC10766593	fulltexts/PMC10766593.xml
ImageNomer	38125823	PMC10732473	fulltexts/PMC10732473.xml
STCellbin	38434932	PMC10905256	fulltexts/PMC10905256.xml
NAGPKin	38117593	PMC10916857	fulltexts/PMC10916857.xml
MetaTox	38075828	PMC10702315	fulltexts/PMC10702315.xml
MESPEUS	37941148	PMC10767821	fulltexts/PMC10767821.xml
HALD	38040715	PMC10692171	fulltexts/PMC10692171.xml
DeepHLAPred	37993812	PMC10666343	fulltexts/PMC10666343.xml
PredictONCO	38066711	PMC10709543	fulltexts/PMC10709543.xml
AMALPHI	38134445	PMC10853961	fulltexts/PMC10853961.xml
RefMetaPlant	37953341	PMC10767953	fulltexts/PMC10767953.xml
MarFERReT	38129449	PMC10739892	fulltexts/PMC10739892.xml
NPS-MS	38048435	PMC10733899	fulltexts/PMC10733899.xml
RESA	38111063	PMC10726641	fulltexts/PMC10726641.xml
PPGR	37933857	PMC10767873	fulltexts/PMC10767873.xml
UniProtExtractR	37953912	PMC10636703	fulltexts/PMC10636703.xml
AAAKB	38100461	PMC10723669	fulltexts/PMC10723669.xml
BRACNAC	38068953	PMC10706169	fulltexts/PMC10706169.xml
TCR-ESM	38146434	PMC10749252	fulltexts/PMC10749252.xml
GeneCompete	38077583	PMC10703088	fulltexts/PMC10703088.xml
PEPMatch	38110863	PMC10726511	fulltexts/PMC10726511.xml
VarCards2	37956311	PMC10767961	fulltexts/PMC10767961.xml
LMdist	38060267	PMC10713119	fulltexts/PMC10713119.xml
BioMOBS	38096184	PMC10721075	fulltexts/PMC10721075.xml
PGS-Depot	37953384	PMC10767792	fulltexts/PMC10767792.xml
ATACAmp	37950200	PMC10638764	fulltexts/PMC10638764.xml
EVIHVR	38074977	PMC10699670	fulltexts/PMC10699670.xml
SOHPIE	38134422	PMC10807904	fulltexts/PMC10807904.xml
Planteome	38055832	PMC10767901	fulltexts/PMC10767901.xml
Parsley	38048610	PMC10715767	fulltexts/PMC10715767.xml
PhosBoost	38124705	PMC10732782	fulltexts/PMC10732782.xml
SingleScan	38062357	PMC10704760	fulltexts/PMC10704760.xml
itaxalogue	38077427	PMC10702336	fulltexts/PMC10702336.xml
PAPerFly	38114921	PMC10731698	fulltexts/PMC10731698.xml
PMFFRC	38036969	PMC10691058	fulltexts/PMC10691058.xml
comboSC	38041202	PMC10691165	fulltexts/PMC10691165.xml
MERITS	38549946	PMC10973932	fulltexts/PMC10973932.xml
Scipion-chem	38052452	PMC10751785	fulltexts/PMC10751785.xml
ICBcomb	38095856	PMC10753530	fulltexts/PMC10753530.xml
SCInter	38125297	PMC10731004	fulltexts/PMC10731004.xml
BactEXTRACT	38361656	PMC10866030	fulltexts/PMC10866030.xml
D2H2	38107655	PMC10723036	fulltexts/PMC10723036.xml
stabJGL	38152341	PMC10751232	fulltexts/PMC10751232.xml
VSCode-Antimony	38096590	PMC10753917	fulltexts/PMC10753917.xml
TCGAplot	38105215	PMC10726608	fulltexts/PMC10726608.xml
Twnbiome	38097965	PMC10722848	fulltexts/PMC10722848.xml
CellTICS	38061196	PMC10703497	fulltexts/PMC10703497.xml
Ursa	38091963	PMC10752348	fulltexts/PMC10752348.xml
SpliceWiz	38152981	PMC10753292	fulltexts/PMC10753292.xml
AutoGVP	38426335	PMC10955249	fulltexts/PMC10955249.xml
Patchwork	38085033	PMC10735302	fulltexts/PMC10735302.xml
survex	38039146	PMC11025379	fulltexts/PMC11025379.xml
SNO-DCA	38148797	PMC10750070	fulltexts/PMC10750070.xml
Open-ComBind	38062207	PMC10703974	fulltexts/PMC10703974.xml
hybridDBRpred	38048333	PMC10810184	fulltexts/PMC10810184.xml
PDBImages	38085238	PMC10746859	fulltexts/PMC10746859.xml
iProPhos	38097182	PMC10828474	fulltexts/PMC10828474.xml
LncLocFormer	38109668	PMC10749772	fulltexts/PMC10749772.xml
E-RNAi	15980541	PMC1160229	fulltexts/PMC1160229.xml
E-RNAi	20444868	PMC2896145	fulltexts/PMC2896145.xml
iMir	24330401	PMC3878829	fulltexts/PMC3878829.xml
MVDA	26283178	PMC4539887	fulltexts/PMC4539887.xml
MVBioDataSim	25962835	PMC4448275	fulltexts/PMC4448275.xml
CONDOP	24884724	PMC4235196	fulltexts/PMC4235196.xml
POOE	38078741	PMC10804963	fulltexts/PMC10804963.xml
Single-cell Proteomic DataBase	37953313	PMC10767837	fulltexts/PMC10767837.xml
PhenoSV	38016949	PMC10684511	fulltexts/PMC10684511.xml
oggmap	37952198	PMC10663984	fulltexts/PMC10663984.xml
Cirscan	38302900	PMC10832221	fulltexts/PMC10832221.xml
RecView	38007417	PMC10676570	fulltexts/PMC10676570.xml
STOmicsDB	37953328	PMC10767841	fulltexts/PMC10767841.xml
MLpronto	38032968	PMC10688639	fulltexts/PMC10688639.xml
VCell	27959915	PMC5154471	fulltexts/PMC5154471.xml
LibGENiE	37736300	PMC10510078	fulltexts/PMC10510078.xml
Alphamod	38047234	PMC10690423	fulltexts/PMC10690423.xml
galba	NA	PMC10472564	fulltexts/PMC10472564.xml
PLAE	37747415	PMC10578359	fulltexts/PMC10578359.xml
TRAP	37705109	PMC10498576	fulltexts/PMC10498576.xml
Infrared	38493130	PMC10943887	fulltexts/PMC10943887.xml
RINmaker	37697267	PMC10496328	fulltexts/PMC10496328.xml
StARGate-X	37732505	PMC10757075	fulltexts/PMC10757075.xml
DEVOUR	37727687	PMC10506587	fulltexts/PMC10506587.xml
PyCreas	37772078	PMC10523144	fulltexts/PMC10523144.xml
FrameD	37713474	PMC10563143	fulltexts/PMC10563143.xml
ScribbleDom	37756699	PMC10564617	fulltexts/PMC10564617.xml
INTEGRATE-Circ	37707537	PMC10516643	fulltexts/PMC10516643.xml
mbQTL	37707523	PMC10516520	fulltexts/PMC10516520.xml
BioNetGMMFit	37736766	PMC10516955	fulltexts/PMC10516955.xml
ECL 3.0	37730532	PMC10510197	fulltexts/PMC10510197.xml
ensemblQueryR	37732134	PMC10507293	fulltexts/PMC10507293.xml
pyPept	37700347	PMC10498622	fulltexts/PMC10498622.xml
CCPlotR	37767186	PMC10521630	fulltexts/PMC10521630.xml
BioThings Explorer	37707514	PMC11015316	fulltexts/PMC11015316.xml
IREDFisher	37736118	PMC10510103	fulltexts/PMC10510103.xml
DeepProSite	38015872	PMC10723037	fulltexts/PMC10723037.xml
Interactive Tree Of Life (iTOL)	27095192	PMC4987883	fulltexts/PMC4987883.xml
Interactive Tree Of Life (iTOL)	21470960	PMC3125724	fulltexts/PMC3125724.xml
Interactive Tree Of Life (iTOL)	30931475	PMC6602468	fulltexts/PMC6602468.xml
Graph2VR	38554132	PMC11184448	fulltexts/PMC11184448.xml
SIREs	20460462	PMC2896125	fulltexts/PMC2896125.xml
GeDiPNet	NA	PMC10308100	fulltexts/PMC10308100.xml
VarAFT	NA	PMC6030844	fulltexts/PMC6030844.xml
DESeq2	NA	PMC4302049	fulltexts/PMC4302049.xml
CDS-DB	37889038	PMC10767794	fulltexts/PMC10767794.xml
FLARE	37784060	PMC10544219	fulltexts/PMC10544219.xml
Plant Resistance Genes database (prgdb)	19906694	PMC2808903	fulltexts/PMC2808903.xml
KSFinder	37818330	PMC10561642	fulltexts/PMC10561642.xml
BacSeq	37512941	PMC10385524	fulltexts/PMC10385524.xml
FASTdRNA	37521311	PMC10375421	fulltexts/PMC10375421.xml
UNMF	37478378	PMC10516365	fulltexts/PMC10516365.xml
Hostile	38039142	PMC10749771	fulltexts/PMC10749771.xml
AMEND	37415126	PMC10324253	fulltexts/PMC10324253.xml
MESSES	37512549	PMC10386444	fulltexts/PMC10386444.xml
AutoRadiomics	37492662	PMC10365084	fulltexts/PMC10365084.xml
PyGellermann	37403146	PMC10320995	fulltexts/PMC10320995.xml
BamQuery	37582761	PMC10426134	fulltexts/PMC10426134.xml
CaeNDR	37855690	PMC10767927	fulltexts/PMC10767927.xml
SeQual-Stream	37891497	PMC10612204	fulltexts/PMC10612204.xml
ReverseDock	37881441	PMC10594994	fulltexts/PMC10594994.xml
AlexandrusPS	37831426	PMC10612477	fulltexts/PMC10612477.xml
MegaLTR	37810401	PMC10552921	fulltexts/PMC10552921.xml
ARGem	37811141	PMC10558085	fulltexts/PMC10558085.xml
IMP	37870445	PMC10767881	fulltexts/PMC10767881.xml
TheMarker	37850638	PMC10767989	fulltexts/PMC10767989.xml
pangolin	NA	PMC8344591	fulltexts/PMC8344591.xml
ScanNeo2	37882750	PMC10629934	fulltexts/PMC10629934.xml
HotSpot Wizard	NA	PMC6030891	fulltexts/PMC6030891.xml
Co-Var	34285778	PMC8271121	fulltexts/PMC8271121.xml
H++	15980491	PMC1160225	fulltexts/PMC1160225.xml
H++	22570416	PMC3394296	fulltexts/PMC3394296.xml
physher	NA	PMC4222489	fulltexts/PMC4222489.xml
BioMaS (Bioinformatic analysis of Metagenomic amplicons)	26130132	PMC4486701	fulltexts/PMC4486701.xml
Boquila	37529166	PMC10387831	fulltexts/PMC10387831.xml
Cell-cell interaction database	37566630	PMC10419333	fulltexts/PMC10419333.xml
PIgLET	37548401	PMC10484671	fulltexts/PMC10484671.xml
MS2Quant	37548594	PMC10448440	fulltexts/PMC10448440.xml
Animal Metabolite Database	37887413	PMC10609207	fulltexts/PMC10609207.xml
EXPANSION	37810457	PMC10560094	fulltexts/PMC10560094.xml
FusionNeoAntigen	37870454	PMC10767944	fulltexts/PMC10767944.xml
SBILib	37796837	PMC10589914	fulltexts/PMC10589914.xml
SPIRE	37897342	PMC10767986	fulltexts/PMC10767986.xml
ADCdb	37831118	PMC10768060	fulltexts/PMC10768060.xml
M2OR	NA	PMC10767820	fulltexts/PMC10767820.xml
eRNAbase	37889077	PMC10767853	fulltexts/PMC10767853.xml
Mem-LZerD	37961264	PMC10634698	fulltexts/PMC10634698.xml
mHapBrowser	37831137	PMC10767976	fulltexts/PMC10767976.xml
gcPathogen	37850635	PMC10767814	fulltexts/PMC10767814.xml
NetAllergen	37901344	PMC10603389	fulltexts/PMC10603389.xml
IRplus	37793175	PMC10581538	fulltexts/PMC10581538.xml
PhylteR	37879113	PMC10655845	fulltexts/PMC10655845.xml
LncRNADisease	37819033	PMC10767967	fulltexts/PMC10767967.xml
CancerProteome	37823596	PMC10767844	fulltexts/PMC10767844.xml
SORC	37811897	PMC10768140	fulltexts/PMC10768140.xml
MiMed	37840574	PMC10576642	fulltexts/PMC10576642.xml
NMPFamsDB	37811892	PMC10767849	fulltexts/PMC10767849.xml
OPUS-DSD	37813988	PMC10630141	fulltexts/PMC10630141.xml
scGRN	37889053	PMC10767939	fulltexts/PMC10767939.xml
MACC	37897362	PMC10767829	fulltexts/PMC10767829.xml
dbAPIS	37889074	PMC10767833	fulltexts/PMC10767833.xml
TargetGene	37870478	PMC10767789	fulltexts/PMC10767789.xml
AnimalMetaOmics	37897361	PMC10768125	fulltexts/PMC10768125.xml
PharmGWAS	37831083	PMC10767932	fulltexts/PMC10767932.xml
ESOMIR	37815872	PMC10563827	fulltexts/PMC10563827.xml
PHFinder	37744223	PMC10516101	fulltexts/PMC10516101.xml
gRNA-SeqRET	37720317	PMC10502169	fulltexts/PMC10502169.xml
EnsemPPIS	37771850	PMC10528219	fulltexts/PMC10528219.xml
eDAVE	38022697	PMC10665591	fulltexts/PMC10665591.xml
COVIDep	32555466	PMC7299140	fulltexts/PMC7299140.xml
phippery	37740324	PMC10547927	fulltexts/PMC10547927.xml
PredGPI	NA	PMC2571997	fulltexts/PMC2571997.xml
DisLocate	23368835	PMC3548674	fulltexts/PMC3548674.xml
SChloro	28172591	PMC5408801	fulltexts/PMC5408801.xml
DeepSig	29280997	PMC5946842	fulltexts/PMC5946842.xml
BetAware	NA	PMC2776008	fulltexts/PMC2776008.xml
ASCARIS	37822561	PMC10562615	fulltexts/PMC10562615.xml
HHCDB	37897357	PMC10767959	fulltexts/PMC10767959.xml
dsRID	37871161	PMC10628436	fulltexts/PMC10628436.xml
UniTmp	37870462	PMC10767979	fulltexts/PMC10767979.xml
plotnineSeqSuite	37789265	PMC10546746	fulltexts/PMC10546746.xml
scQTLbase	37791879	PMC10767909	fulltexts/PMC10767909.xml
scHiCDiff	37847655	PMC10598576	fulltexts/PMC10598576.xml
CanISO	37828501	PMC10571338	fulltexts/PMC10571338.xml
MINRbase	37843123	PMC10767805	fulltexts/PMC10767805.xml
DeepCCI	37740953	PMC10558043	fulltexts/PMC10558043.xml
Tcbf	37725346	PMC10539074	fulltexts/PMC10539074.xml
FunTaxIS-lite	37672040	PMC10500080	fulltexts/PMC10500080.xml
BiocMAP	37704947	PMC10498615	fulltexts/PMC10498615.xml
pLM-BLAST	37725369	PMC10576641	fulltexts/PMC10576641.xml
ePlatypus	37682115	PMC10518073	fulltexts/PMC10518073.xml
MuDCoD	37740957	PMC10564618	fulltexts/PMC10564618.xml
MAVEN	37715141	PMC10502988	fulltexts/PMC10502988.xml
FLIBase	37697439	PMC10767943	fulltexts/PMC10767943.xml
dynamicLM	37670428	PMC10749764	fulltexts/PMC10749764.xml
CIRCUST	37769026	PMC10564179	fulltexts/PMC10564179.xml
ABC-HuMi	37994699	PMC10767846	fulltexts/PMC10767846.xml
PC3T	37758874	PMC10533498	fulltexts/PMC10533498.xml
EquiPNAS	37745556	PMC10515942	fulltexts/PMC10515942.xml
cfOmics	37757861	PMC10767897	fulltexts/PMC10767897.xml
CRUSTY	37666818	PMC10477295	fulltexts/PMC10477295.xml
TIPred	37735626	PMC10512532	fulltexts/PMC10512532.xml
SCAR	37739405	PMC10767865	fulltexts/PMC10767865.xml
DGDTA	37777712	PMC10543834	fulltexts/PMC10543834.xml
RAVAR	37831073	PMC10767942	fulltexts/PMC10767942.xml
RgnTX	37671241	PMC10475473	fulltexts/PMC10475473.xml
KAS-Analyzer	37745002	PMC10516523	fulltexts/PMC10516523.xml
PMhub	37819039	PMC10767808	fulltexts/PMC10767808.xml
scTEA-db	37850641	PMC10767918	fulltexts/PMC10767918.xml
A3DyDB	37716955	PMC10504709	fulltexts/PMC10504709.xml
scAce	37672035	PMC10500084	fulltexts/PMC10500084.xml
TCOD	37843152	PMC10767838	fulltexts/PMC10767838.xml
semla	37846051	PMC10597621	fulltexts/PMC10597621.xml
CellCommuNet	37850657	PMC10767892	fulltexts/PMC10767892.xml
EasySSR	37693309	PMC10483286	fulltexts/PMC10483286.xml
cgMSI	37821827	PMC10568937	fulltexts/PMC10568937.xml
VCFshiny	37701675	PMC10493178	fulltexts/PMC10493178.xml
KidneyGPS	37735349	PMC10512588	fulltexts/PMC10512588.xml
SpatialDDLS	38366652	PMC10881086	fulltexts/PMC10881086.xml
DCAlign	37647658	PMC10491954	fulltexts/PMC10491954.xml
TOAST	37822562	PMC10562672	fulltexts/PMC10562672.xml
CAT and BAT	31640809	PMC6805573	fulltexts/PMC6805573.xml
wtdbg2	31819265	PMC7004874	fulltexts/PMC7004874.xml
CheckM	NA	PMC4484387	fulltexts/PMC4484387.xml
Infernal	24008419	PMC3810854	fulltexts/PMC3810854.xml
eDGAR	NA	PMC5558190	fulltexts/PMC5558190.xml
Racon	31390788	PMC6724115	fulltexts/PMC6724115.xml
Proteinortho	NA	PMC10751348	fulltexts/PMC10751348.xml
Proteinortho	21526987	PMC3114741	fulltexts/PMC3114741.xml
Proteinortho	NA	PMC4138177	fulltexts/PMC4138177.xml
SISTR	31862714	PMC7028957	fulltexts/PMC7028957.xml
MemPype	NA	PMC3125734	fulltexts/PMC3125734.xml
I-MUTANT Suite	15980478	PMC1160136	fulltexts/PMC1160136.xml
I-MUTANT	NA	PMC1160136	fulltexts/PMC1160136.xml
PhenPath	31307376	PMC6631446	fulltexts/PMC6631446.xml
CoCoNat	37540220	PMC10425188	fulltexts/PMC10425188.xml
CoCoNat	38405078	PMC10883893	fulltexts/PMC10883893.xml
MetaNovo	37327214	PMC10310047	fulltexts/PMC10310047.xml
GLIMPSE2	NA	PMC10335927	fulltexts/PMC10335927.xml
BioMet Toolbox	20483918	PMC2896146	fulltexts/PMC2896146.xml
BioMet Toolbox	24792167	PMC4086127	fulltexts/PMC4086127.xml
plasmidspades	NA	PMC4987906	fulltexts/PMC4987906.xml
rnaspades	NA	PMC4987906	fulltexts/PMC4987906.xml
metaspades	NA	PMC4987906	fulltexts/PMC4987906.xml
TAGADA	37850035	PMC10578202	fulltexts/PMC10578202.xml
AgingReG	37805704	PMC10558184	fulltexts/PMC10558184.xml
DAR	NA	PMC9605996	fulltexts/PMC9605996.xml
idMEGA	37529100	PMC10387571	fulltexts/PMC10387571.xml
FP-MAP	37649967	PMC10462816	fulltexts/PMC10462816.xml
NeuroDevSim	37547492	PMC10400717	fulltexts/PMC10400717.xml
VIRify	37639475	PMC10491390	fulltexts/PMC10491390.xml
PolyQ	37599593	PMC10440501	fulltexts/PMC10440501.xml
JGI Plant Gene Atlas	37526283	PMC10484672	fulltexts/PMC10484672.xml
MultifacetedProtDB	37791887	PMC10767882	fulltexts/PMC10767882.xml
m6A-Atlas v2.0	37587690	PMC10768109	fulltexts/PMC10768109.xml
SLKB	37889037	PMC10767912	fulltexts/PMC10767912.xml
ChromatoShiny	37692131	PMC10483177	fulltexts/PMC10483177.xml
E-SNPs and GO	36227117	PMC9710551	fulltexts/PMC9710551.xml
DeepREx	34765094	PMC8566768	fulltexts/PMC8566768.xml
DeepREx	NA	PMC7817970	fulltexts/PMC7817970.xml
BENZ WS	33963861	PMC8262719	fulltexts/PMC8262719.xml
BUSCA	29718411	PMC6031068	fulltexts/PMC6031068.xml
BioKA	37843156	PMC10767812	fulltexts/PMC10767812.xml
CoreDetector	37878789	PMC10663985	fulltexts/PMC10663985.xml
PRMD	37831097	PMC10768107	fulltexts/PMC10768107.xml
HoCoRT	37784008	PMC10544359	fulltexts/PMC10544359.xml
CROST	37791883	PMC10773281	fulltexts/PMC10773281.xml
FL-circAS	37823705	PMC10767854	fulltexts/PMC10767854.xml
HeapMS	37820297	PMC10603604	fulltexts/PMC10603604.xml
I-Mutant2.0	15980478	PMC1160136	fulltexts/PMC1160136.xml
GATK-LODn	28185561	PMC5123378	fulltexts/PMC5123378.xml
Meta-SNP	23819846	PMC3839641	fulltexts/PMC3839641.xml
WS-SNPs-and-GO	21992054	PMC3194195	fulltexts/PMC3194195.xml
