name	biotoolsID	pubmedid	pubmedcid	link	EDAM_topics
EmbedPVP	embedpvp	38696757.0	PMC11132820	fulltexts/PMC11132820.xml	Genotype and phenotype, DNA polymorphism, Genomics, Workflows, Exome sequencing
SpatialCells	spatialcells	38701421.0	PMC11066940	fulltexts/PMC11066940.xml	Imaging, Cell biology, Transcriptomics, Bioinformatics
Snapper	snapper	37982752.0	PMC10689673	fulltexts/PMC10689673.xml	Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing
PAST	bio-past	37903634.0	PMC10691543	fulltexts/PMC10691543.xml	Transcriptomics, Machine learning, RNA-Seq, Mapping
INSIDER	insider	38484017.0	PMC10965063	fulltexts/PMC10965063.xml	Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA
PyCoMo	pycomo	38532295.0	PMC10990682	fulltexts/PMC10990682.xml	Small molecules, Endocrinology and metabolism, Metabolomics, Microbial ecology, Molecular interactions, pathways and networks
Enhancer-MDLF	enhancer_mdlf	38485768.0	PMC10938904	fulltexts/PMC10938904.xml	Transcription factors and regulatory sites, Gene regulation, Gene transcripts, ChIP-seq, RNA-Seq
trans-PCO	trans-pco	38565144.0	PMC11019359	fulltexts/PMC11019359.xml	GWAS study, Molecular interactions, pathways and networks, Mapping, Gene regulation, Genotype and phenotype
m6A-TCPred	m6a_tcpred	38528499.0	PMC10962094	fulltexts/PMC10962094.xml	Functional, regulatory and non-coding RNA, Gene transcripts, Machine learning, Model organisms, Ontology and terminology
shaPRS	shaprs	38703768.0	PMC11179256	fulltexts/PMC11179256.xml	DNA polymorphism, Population genetics, Pathology, Genotype and phenotype, GWAS study
DELVE	delve	38553455.0	PMC10980758	fulltexts/PMC10980758.xml	Cell biology, Molecular interactions, pathways and networks, Gene expression, Gene transcripts, RNA-Seq
PHARE	phare	38502783.0	PMC11062946	fulltexts/PMC11062946.xml	Paediatrics, Workflows, Genetic variation, Sequencing
admix-kit	admix_kit	38490256.0	PMC10980565	fulltexts/PMC10980565.xml	Genotype and phenotype, Population genetics, Workflows
AStruct	astruct	38429654.0	PMC11264973	fulltexts/PMC11264973.xml	RNA splicing, DNA polymorphism, Probes and primers, Functional, regulatory and non-coding RNA, Nucleic acid structure analysis
voyAGEr	voyager	38546191.0	PMC10977969	fulltexts/PMC10977969.xml	Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA
gbdmr	gbdmr	38443825.0	PMC10916021	fulltexts/PMC10916021.xml	Epigenetics, DNA, Personalised medicine, Genotype and phenotype, Gene transcripts
PAPipe	papipe	38427787.0	PMC10919927	fulltexts/PMC10919927.xml	Population genetics, Sequencing, Workflows, Mapping, DNA polymorphism
sashimi.py	sashimi.py	37669275.0	PMC10503704	fulltexts/PMC10503704.xml	RNA-Seq, RNA splicing, Gene transcripts
Skipper	skipper	37388912.0	PMC10300551	fulltexts/PMC10300551.xml	RNA immunoprecipitation, Transcription factors and regulatory sites, Transcriptomics, Protein expression, ChIP-seq
scifAI	scifai	38036503.0	PMC10689847	fulltexts/PMC10689847.xml	Immunoproteins and antigens, Cytometry, Immunoinformatics, Machine learning, Imaging
TACCO	tacco	36797494.0	PMC10513360	fulltexts/PMC10513360.xml	Cell biology, Transcriptomics, Molecular biology
OralExplorer	oralexplorer	38491529.0	PMC10943789	fulltexts/PMC10943789.xml	Pathology, Transcriptomics, Molecular interactions, pathways and networks, Allergy, clinical immunology and immunotherapeutics, RNA-Seq
MdrDB	mdrdb	37316673.0	PMC10267113	fulltexts/PMC10267113.xml	Small molecules, Molecular modelling, Drug discovery, Pharmacology, Genetic variation
TCMNPAS	tcmnpas	38519956.0	PMC10958928	fulltexts/PMC10958928.xml	Molecular modelling, Pharmacology, Medicine, Medicinal chemistry, Molecular interactions, pathways and networks
GRETA	greta	37326978.0	PMC10284671	fulltexts/PMC10284671.xml	Systems biology, Mapping, Genetics, Cell biology, Oncology
FRETpredict	fretpredict	38461354.0	PMC10925062	fulltexts/PMC10925062.xml	Molecular dynamics, Biophysics, Probes and primers, Small molecules, Chemistry
MetaTiME	metatime	37149682.0	PMC10164163	fulltexts/PMC10164163.xml	Epigenetics, Gene expression, Cell biology, Oncology, RNA-Seq
MetaCerberus	metacerberus	38426351.0	PMC10955254	fulltexts/PMC10955254.xml	Sequence sites, features and motifs, Cladistics, Genomics, Molecular interactions, pathways and networks, Model organisms
SUPREME	supreme	37680392.0	PMC10481254	fulltexts/PMC10481254.xml	Machine learning, Oncology, Personalised medicine, Molecular interactions, pathways and networks
tRigon	trigon	38443821.0	PMC10916305	fulltexts/PMC10916305.xml	Genotype and phenotype, Statistics and probability
MASSef	massef	38711578.0	PMC11070925	fulltexts/PMC11070925.xml	Enzymes, Endocrinology and metabolism, Machine learning, Proteomics, Small molecules
TREE-QMC	tree-qmc	37197990.0	PMC10538498	fulltexts/PMC10538498.xml	Phylogenomics, Phylogeny, Statistics and probability
SAN	san	38712767.0	PMC11075170	fulltexts/PMC11075170.xml	Medical imaging, Neurobiology, Statistics and probability
scPrisma	scprisma	36849830.0	PMC10635821	fulltexts/PMC10635821.xml	Cell biology, RNA-Seq, Molecular interactions, pathways and networks, Workflows
tinyRNA	tinyrna	37288323.0	PMC10243934	fulltexts/PMC10243934.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Gene transcripts, Workflows
rNMPID	rnmpid	38736683.0	PMC11088741	fulltexts/PMC11088741.xml	DNA, Biological databases, Genetic variation, Gene expression
scDREAMER	scdreamer	38012145.0	PMC10682386	fulltexts/PMC10682386.xml	Machine learning, Cell biology, Transcriptomics
kmerDB	kmerdb	38711760.0	PMC11070822	fulltexts/PMC11070822.xml	Proteomics, Sequence analysis, Small molecules, Model organisms, Proteomics experiment
cooltools	cooltools	38709825.0	PMC11098495	fulltexts/PMC11098495.xml	Chromosome conformation capture, Model organisms, Mapping
MatchMiner	matchminer_c	36202909.0	PMC9537311	fulltexts/PMC9537311.xml	Preclinical and clinical studies, Personalised medicine, Oncology, Medical imaging, Sequencing
prolfqua	prolfqua	36939687.0	PMC10088014	fulltexts/PMC10088014.xml	Proteomics, Proteomics experiment, Sequence analysis
MoTrPAC	motrpac	38693125.0	PMC11063075	fulltexts/PMC11063075.xml	Epigenomics, Immunomics, Physics, Metabolomics, Proteomics
BiWFA	biwfa	36749013.0	PMC9940620	fulltexts/PMC9940620.xml	Sequence analysis, Nucleic acid structure analysis
NEUROeSTIMator	neuroestimator	38278804.0	PMC10817898	fulltexts/PMC10817898.xml	Transcriptomics, Physiology, RNA-Seq, Machine learning, Cell biology
RiceProteomeDB RPDB	riceproteomedb_rpdb	38351208.0	PMC10864295	fulltexts/PMC10864295.xml	Proteomics, Sequence analysis, Agricultural science, Plant biology, Model organisms
GBScleanR	gbscleanr	36988327.0	PMC10213493	fulltexts/PMC10213493.xml	Genotype and phenotype, Sequencing, Data mining, Sequence sites, features and motifs, DNA polymorphism
HAIviz	haiviz	38358326.0	PMC10926687	fulltexts/PMC10926687.xml	Public health and epidemiology, Phylogenetics, Mapping, Infectious disease
ProKinO	prokino	38077442.0	PMC10704995	fulltexts/PMC10704995.xml	Ontology and terminology, Protein modifications, Gene and protein families, Molecular interactions, pathways and networks, Genetic variation
Rascore	rascore2	35536216.0	PMC9256797	fulltexts/PMC9256797.xml	Genetic variation, Small molecules, Drug discovery, Transcription factors and regulatory sites, Protein structural motifs and surfaces
MTPpilot	mtppilot	36007219.0	PMC9470140	fulltexts/PMC9470140.xml	Sequencing, Oncology, Personalised medicine, DNA polymorphism, Pathology
TrieDedup	triededup	38637756.0	PMC11025179	fulltexts/PMC11025179.xml	Sequencing, Mapping, PCR experiment
CytoPipeline	cytopipeline	38378440.0	PMC10877884	fulltexts/PMC10877884.xml	Cytometry, Workflows, Sequence assembly
PhyloAcc-C	phyloacc-c	38656999.0	PMC11078400	fulltexts/PMC11078400.xml	Phylogeny, Molecular evolution, Gene regulation, GWAS study, Molecular interactions, pathways and networks
MIC-SQTL	mic-sqtl	38658803.0	PMC11043077	fulltexts/PMC11043077.xml	Proteomics, Sequence analysis, Transcriptomics, Cell biology, Proteomics experiment
cubeVB	cubevb	38699195.0	PMC11064865	fulltexts/PMC11064865.xml	Phylogeny, Statistics and probability, Mapping
virsorter	virsorter		PMC7852108	fulltexts/PMC7852108.xml	Metagenomics
CLAW	claw	38335225.0	PMC10883564	fulltexts/PMC10883564.xml	Cell biology, Plant biology, Sequence assembly, Whole genome sequencing, Genomics
PGD	pgd_fr	38331722.0	PMC10851451	fulltexts/PMC10851451.xml	Transcriptomics, Nutritional science, Medicine, Sequencing, Molecular interactions, pathways and networks
MarkerScan	markerscan	38617467.0	PMC11016177	fulltexts/PMC11016177.xml	Sequence assembly, Model organisms, Biodiversity, Metagenomics, Sequencing
scRANK	scrank		PMC11060557	fulltexts/PMC11060557.xml	RNA-Seq, Molecular interactions, pathways and networks, Cell biology, Pathology
NanoLAS	nanolas	38300518.0	PMC10833066	fulltexts/PMC10833066.xml	Pathology, Sequence assembly, Immunogenetics
EvoAug-TF	evoaug_tf	38366935.0	PMC10918628	fulltexts/PMC10918628.xml	Structural variation, Machine learning, Genomics, ChIP-seq
PlantFUNCO	plantfunco	38411627.0	PMC10917205	fulltexts/PMC10917205.xml	Epigenomics, Plant biology, Evolutionary biology, Genotype and phenotype, RNA-Seq
DataColor	datacolor	38333729.0	PMC10852383	fulltexts/PMC10852383.xml	Mapping, Imaging, Workflows
RAMZIS	ramzis	38384861.0	PMC10879752	fulltexts/PMC10879752.xml	Proteomics, Biochemistry, Proteomics experiment, Cheminformatics, Small molecules
MolStar	molstar		PMC8262734	fulltexts/PMC8262734.xml	Computational biology
plantRNA	plantrna		PMC3531208	fulltexts/PMC3531208.xml	Plant biology
BUSCO	busco	29220515.0	PMC5850278	fulltexts/PMC5850278.xml	Sequence assembly, Genomics, Transcriptomics, Sequence analysis
BUSCO	busco	34320186.0	PMC8476166	fulltexts/PMC8476166.xml	Sequence assembly, Genomics, Transcriptomics, Sequence analysis
AlphaFind	alphafind		PMC11223785	fulltexts/PMC11223785.xml	
PMechDB	pmechdb	38483315.0	PMC10966657	fulltexts/PMC10966657.xml	Chemistry, Cheminformatics, NMR, Molecular interactions, pathways and networks, Small molecules
COSAP	cosap	38532317.0	PMC10967217	fulltexts/PMC10967217.xml	DNA polymorphism, Sequencing, Copy number variation, Sequence analysis, Workflows
mzion	mzion	37120666.0	PMC10148867	fulltexts/PMC10148867.xml	
PyMut	pymut	28453649.0	PMC5793831	fulltexts/PMC5793831.xml	Sequence analysis
Integron Finder	integron_finder		PMC4889954	fulltexts/PMC4889954.xml	Functional genomics, Mobile genetic elements, Molecular biology, Sequence analysis
Integron Finder	integron_finder		PMC8876359	fulltexts/PMC8876359.xml	Functional genomics, Mobile genetic elements, Molecular biology, Sequence analysis
Snowflake	snowflake	38375239.0	PMC10875061	fulltexts/PMC10875061.xml	Microbial ecology, Taxonomy, Metagenomics, Imaging
AGImpute	agimpute	38317025.0	PMC10877090	fulltexts/PMC10877090.xml	Gene expression, RNA-Seq, Cell biology, Gene transcripts
ARGprofiler	argprofiler	38377397.0	PMC10918635	fulltexts/PMC10918635.xml	Metagenomics, Workflows, Sequence assembly, Metagenomic sequencing
MAGPIE	magpie_met	38346081.0	PMC10890765	fulltexts/PMC10890765.xml	Protein interactions, Small molecules, Immunoproteins and antigens, Molecular biology
BISCUIT	biscuit	38412294.0	PMC11014253	fulltexts/PMC11014253.xml	Methylated DNA immunoprecipitation, Epigenetics, Mapping, DNA, Genetic variation
ACE	ace_elispot	38180831.0	PMC10768796	fulltexts/PMC10768796.xml	Immunogenetics, Infectious disease, Small molecules, Proteomics
MINNO	minno	38359900.0	PMC10902815	fulltexts/PMC10902815.xml	Metabolomics, Endocrinology and metabolism, Molecular interactions, pathways and networks, Fluxomics, Nutritional science
NanoDeep	nanodeep	38189540.0	PMC10772945	fulltexts/PMC10772945.xml	Metagenomics, Machine learning, Metagenomic sequencing, Whole genome sequencing
KinCytE	kincyte	38305363.0	PMC10945549	fulltexts/PMC10945549.xml	Immunology, Pharmacology, Molecular interactions, pathways and networks, Pathology, Small molecules
DandD	dandd	38361606.0	PMC10867639	fulltexts/PMC10867639.xml	Sequence assembly, Structural variation, Genomics, Model organisms
ABDpred	abdpred	38345040.0	PMC10954100	fulltexts/PMC10954100.xml	Machine learning, Infectious disease, Medicinal chemistry, Compound libraries and screening, Preclinical and clinical studies
sRNAfrag	srnafrag	38243693.0	PMC10796253	fulltexts/PMC10796253.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Gene transcripts, Workflows, RNA immunoprecipitation
IDSL_MINT	idsl_mint	38238779.0	PMC10797927	fulltexts/PMC10797927.xml	Metabolomics, Proteomics experiment, Lipids, Natural language processing, Machine learning
MAGPIE	magpie_gen	38185709.0	PMC10773112	fulltexts/PMC10773112.xml	Machine learning, Genetic variation, Gene transcripts, Genomics, Exome sequencing
DeePhys	deephys	38278155.0	PMC10874850	fulltexts/PMC10874850.xml	Physiology, Genotype and phenotype, Pharmacology, Workflows, Molecular interactions, pathways and networks
BIDCell	bidcell	38218939.0	PMC10787788	fulltexts/PMC10787788.xml	Transcriptomics, Cell biology, Machine learning, RNA-Seq
GeNLP	genlp	38291951.0	PMC10868303	fulltexts/PMC10868303.xml	Gene and protein families, Natural language processing, Molecular interactions, pathways and networks, Cell biology
pyHiM	pyhim	38351149.0	PMC10863255	fulltexts/PMC10863255.xml	Bioimaging, Gene expression, Model organisms, Chromosome conformation capture, Informatics
rworkflows	rworkflows	38167858.0	PMC10761765	fulltexts/PMC10761765.xml	Workflows, Computer science, Omics
PERSEUS	perseus_spec	38310342.0	PMC10898331	fulltexts/PMC10898331.xml	Genotype and phenotype, Agricultural science, Literature and language
shinyDeepDR	shinydeepdr	38370127.0	PMC10873157	fulltexts/PMC10873157.xml	Oncology, Pharmacogenomics, Genetic variation, Gene expression, Sequencing
Privateer	privateer	38265073.0	PMC10836424	fulltexts/PMC10836424.xml	Carbohydrates, X-ray diffraction, Workflows
eccDNA-pipe	eccdna_pipe	38349061.0	PMC10862650	fulltexts/PMC10862650.xml	Workflows, Whole genome sequencing, DNA, Oncology
Bd-RPC	bd_rpc	38361823.0	PMC10868571	fulltexts/PMC10868571.xml	Phylogenetics, Infectious disease, Taxonomy, Biological databases, Microbiology
RNAthreader	rnathreader	38341662.0	PMC10893584	fulltexts/PMC10893584.xml	RNA, Structure prediction, Nucleic acid structure analysis, RNA-Seq, Sequence sites, features and motifs
PM-CNN	pm_cnn	38371919.0	PMC10873578	fulltexts/PMC10873578.xml	Microbial ecology, Machine learning, Phylogenetics, Pathology, Taxonomy
cloudrnaSPAdes	cloudrnaspades	38262343.0	PMC10868327	fulltexts/PMC10868327.xml	RNA-Seq, Sequence assembly, Gene expression, Gene transcripts, Mapping
LAVASET	lavaset	38383048.0	PMC11212485	fulltexts/PMC11212485.xml	Machine learning
MSCAN	mscan	38233745.0	PMC10795237	fulltexts/PMC10795237.xml	Natural language processing, RNA, Machine learning, Epigenetics, RNA-Seq
SAND	sand	38273718.0	PMC10896553	fulltexts/PMC10896553.xml	NMR, Metabolomics, Mathematics, Small molecules, MRI
KNeXT	knext	38415058.0	PMC10896898	fulltexts/PMC10896898.xml	Molecular interactions, pathways and networks, Mapping, Imaging
RT-Transformer	rt_transformer	38402516.0	PMC10914443	fulltexts/PMC10914443.xml	Metabolomics, Small molecules, Machine learning, Molecular biology
CEMIG	cemig	38189539.0	PMC10772951	fulltexts/PMC10772951.xml	Sequence sites, features and motifs, Chromosome conformation capture, ChIP-seq, Gene expression, RNA-Seq
PREDAC-CNN	predac_cnn	38343322.0	PMC10859661	fulltexts/PMC10859661.xml	Immunoproteins and antigens, Machine learning, Small molecules, Probes and primers, Genetic variation
SEPDB	sepdb	38531600.0	PMC11184446	fulltexts/PMC11184446.xml	Proteomics, Small molecules, Sequence analysis, Model organisms, Cell biology
ElemeNT 2023	element_2023	38407414.0	PMC10950481	fulltexts/PMC10950481.xml	Transcription factors and regulatory sites, Model organisms, Transcriptomics, Workflows
CDBProm	cdbprom	38385146.0	PMC10880602	fulltexts/PMC10880602.xml	Transcription factors and regulatory sites, Mapping, Gene regulation, Model organisms, Plant biology
Torch-eCpG	torch_ecpg	38355413.0	PMC10867984	fulltexts/PMC10867984.xml	Epigenetics, Methylated DNA immunoprecipitation, Gene expression, DNA, Genotype and phenotype
123VCF	123vcf	38350858.0	PMC10865685	fulltexts/PMC10865685.xml	Exome sequencing, Genomics, Personalised medicine
kled	kled	38385878.0	PMC10883419	fulltexts/PMC10883419.xml	Genotype and phenotype, Structural variation, Sequencing
SNVstory	snvstory	38378494.0	PMC10877842	fulltexts/PMC10877842.xml	Personalised medicine, Genetic variation, Machine learning, Population genetics, Exome sequencing
