PMCID,Sentence,True?,False?,NER_Tags,Topics
PMC10868310,"This work presents vcfpp, a C++ API of HTSlib in a single file, providing an intuitive interface to manipulate VCF/BCF files rapidly and safely, in addition to being portable.",FALSE,FALSE,"(39, 45, 'HTSlib', 'htslib')",Data management
PMC10868310,The C API of HTSlib (Bonfield et al.,FALSE,FALSE,"(13, 19, 'HTSlib', 'htslib')",Data management
PMC10868310,"The motivation behind vcfpp is to offer full functionalities as HTSlib, and provide a simple and safe API in a single header file, which can be easily integrated for programming in C++ as well as other languages that can call C/C++ codes, such as R (https://www.r-project.org/) and Python (https://www.python.org/).",FALSE,FALSE,"(64, 70, 'HTSlib', 'htslib')",Data management
PMC10868310,2009) but were later separated into HTSlib (Bonfield et al.,FALSE,FALSE,"(36, 42, 'HTSlib', 'htslib')",Data management
PMC10868310,"Therefore, it would be more advantageous to use a specialized library, namely HTSlib, to process the VCF rather than a customized parser.",FALSE,FALSE,"(78, 84, 'HTSlib', 'htslib')",Data management
PMC10868310,"HTSlib offers full functionalities to interact with the VCF, including support for BCF, format validation, compression, random access, identification of variant types, and support for URL links as filenames, among others.",FALSE,FALSE,"(0, 6, 'HTSlib', 'htslib')",Data management
PMC10868310,"Furthermore, HTSlib has demonstrated the best performance among many competitors (Bonfield et al.",FALSE,FALSE,"(13, 19, 'HTSlib', 'htslib')",Data management
PMC10868310,"However, HTSlib was written in C language, which can be challenging for beginner programmers to use, especially when it comes to memory management.",FALSE,FALSE,"(9, 15, 'HTSlib', 'htslib')",Data management
PMC10868310,"As a C++ API of HTSlib, vcfpp inherits all functionalities from HTSlib and is implemented in a single header file that can be easily integrated and used safely.",FALSE,FALSE,"(16, 22, 'HTSlib', 'htslib')",Data management
PMC10868310,"Importantly, vcfpp and vcfppR offer users the full functionalities of HTSlib, including support for compressed VCF/BCF, selection of samples, regions, and variant types.",FALSE,FALSE,"(70, 76, 'HTSlib', 'htslib')",Data management
PMC11512631,"Initially, PCLS were fixed in formalin for 3 days at room temperature, then paraffin-embedded and sectioned into 7 μm slices for hematoxylin and eosin (H&E) and Sirius red staining with standard protocols.3233 However, we found that PCLS from cirrhotic livers were fragile and easily degraded during sectioning and Sirius red staining (Supplemental Figure S3A, left panel, http://links.lww.com/HC9/B65).",FALSE,FALSE,"(161, 167, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,"The amount of collagen in Sirius red–stained sections was scored according to the modified Ishak method34 as described in Supplemental Table S1, http://links.lww.com/HC9/B65.",FALSE,FALSE,"(26, 32, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,"CDAHFD-induced cirrhosis32 was confirmed with Sirius red staining (Supplemental Figure S4A, http://links.lww.com/HC9/B65).",FALSE,FALSE,"(46, 52, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,"This short-term exposure of PCLS slices to erlotinib did not significantly reduce the amount of collagen measured with Sirius red staining (Figures 2C, D).",FALSE,FALSE,"(119, 125, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,Amount of collagen (C) measured with Sirius red staining and (D) quantified with collagen proportionate area analysis in PCLS from CDAHFD-induced mouse cirrhosis after 5 μM erlotinib treatment for 72 hours.,FALSE,FALSE,"(37, 43, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,Amount of collagen (G) measured with Sirius red staining and (H) quantified in PCLS from TAA-induced rat cirrhosis after 5 μM erlotinib treatment for 72 hours.,FALSE,FALSE,"(37, 43, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,The images of Sirius red staining for both CDAHFD and TAA models were presented at ×20 magnification.,FALSE,FALSE,"(14, 20, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,"Cirrhosis was induced by TAA38 and confirmed with Sirius staining (Supplemental Figure S5A, http://links.lww.com/HC9/B65).",FALSE,FALSE,"(50, 56, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,"DEN-induced cirrhosis2339404142 was confirmed with Sirius staining (Supplemental Figure S6A, http://links.lww.com/HC9/B65).",FALSE,FALSE,"(51, 57, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,Amount of collagen (B) measured with Sirius red staining and (C) quantified with collagen proportionate area analysis in PCLS after 5 μM erlotinib treatment for 72 hours.,FALSE,FALSE,"(37, 43, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,Amount of collagen (E) measured with Sirius red staining and (F) quantified after daily i.p.,FALSE,FALSE,"(37, 43, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,"CCl4-induced cirrhosis23 was confirmed with Sirius red staining (Supplemental Figure S7A, http://links.lww.com/HC9/B65).",FALSE,FALSE,"(44, 50, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,(E) Amount of collagen measured with Sirius red staining and quantified with collagen proportionate area analysis in PCLS from normal rats.,FALSE,FALSE,"(37, 43, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC11512631,Amount of collagen (B) measured with Sirius red staining and (C) quantified in PCLS from human cirrhosis treated with 5 μM erlotinib for 72 hours.,FALSE,FALSE,"(37, 43, 'Sirius', 'sirius')","Proteomics, Proteomics experiment, Metabolomics"
PMC10765786,"Here, we describe cytoviewer, an R/Bioconductor package for interactive visualization and exploration of multi-channel images and segmentation masks.",FALSE,FALSE,"(18, 28, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"The cytoviewer package supports flexible generation of image composites, allows side-by-side visualization of single channels, and facilitates the spatial visualization of single-cell data in the form of segmentation masks.",FALSE,FALSE,"(4, 14, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"As such, cytoviewer improves image and segmentation quality control, the visualization of cell phenotyping results and qualitative validation of hypothesis at any step of data analysis.",FALSE,FALSE,"(9, 19, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,We showcase the functionality and biological application of cytoviewer by analysis of an imaging mass cytometry dataset acquired from cancer samples.,FALSE,FALSE,"(60, 70, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,The cytoviewer package offers a rich set of features for highly multiplexed imaging data visualization in R that seamlessly integrates with the workflow for image and single-cell data analysis.,FALSE,FALSE,"(4, 14, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,It can be installed from Bioconductor via https://www.bioconductor.org/packages/release/bioc/html/cytoviewer.html.,FALSE,FALSE,"(98, 108, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,The development version and further instructions can be found on GitHub at https://github.com/BodenmillerGroup/cytoviewer.,FALSE,FALSE,"(111, 121, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"Here, we present cytoviewer, an R/Bioconductor package for interactive multi-channel image and segmentation mask visualization in R.",FALSE,FALSE,"(17, 27, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,The cytoviewer package builds on the cytomapper R/Bioconductor package [17] and extends its static visualization abilities via an interactive and user-friendly shiny application.,FALSE,FALSE,"(4, 14, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"The cytoviewer package integrates into the Bioconductor framework [19] for single-cell and image analysis leveraging the image handling and analysis strategies from the EBImage Bioconductor package [20] and building on commonly used Bioconductor classes such as SingleCellExperiment, SpatialExperiment [21, 22], and CytoImageList [17].",FALSE,FALSE,"(4, 14, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,We showcase the functionality and biological application of cytoviewer by demonstrating visual exploration of an IMC dataset of cancer patients.,FALSE,FALSE,"(60, 70, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"The R/Bioconductor cytoviewer package leverages the reactive programming framework of the popular R shiny and shinydashboard packages [23], is cross-platform compatible, and launches an interactive web application.",FALSE,FALSE,"(19, 29, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,The graphical user interface (GUI) of the cytoviewer package can be opened directly from R and the function call takes up to five arguments (Fig.,FALSE,FALSE,"(42, 52, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"The full functionality of cytoviewer is leveraged when images, segmentation masks, and a metadata object are provided (Fig.",FALSE,FALSE,"(26, 36, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,1cytoviewer interface and functionality.,FALSE,FALSE,"(1, 11, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,(A) The supported functionality (right) of cytoviewer depends on the data inputs (left).,FALSE,FALSE,"(43, 53, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"(B) The graphical user interface of cytoviewer is divided into a body, header, and sidebar.",FALSE,FALSE,"(36, 46, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"The body of cytoviewer includes the image viewer, which has three tabs: Composite (Image-level), Channels (Image-level), and Mask (Cell-level).",FALSE,FALSE,"(12, 22, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,Scale bar: 150 µm (C) cytoviewer supports different viewing modes.,FALSE,FALSE,"(22, 32, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,cytoviewer interface and functionality.,FALSE,FALSE,"(0, 10, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"The cytoviewer GUI has three main parts: body, sidebar, and header (Fig.",FALSE,FALSE,"(4, 14, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,The body of cytoviewer features the image viewer.,FALSE,FALSE,"(12, 22, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"To demonstrate the functionality and potential biological applications of the cytoviewer package, we explored an example IMC dataset from the Integrated iMMUnoprofiling of large adaptive CANcer patient cohort project (immucan.eu) (Additional file 5: Supplementary Notes—S1.4).",FALSE,FALSE,"(78, 88, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
PMC10765786,"Here, we showcase the different viewing modes of cytoviewer by analyses of images from a breast cancer patient (Patient2_003) and outline the rich biological information content for each step (Fig.",FALSE,FALSE,"(49, 59, 'cytoviewer', 'cytoviewer')","Cytometry, Imaging, Oncology, Genotype and phenotype, Software engineering"
